,year_avg_velocity
1361,16.443688856835966
1362,17.04084420889969
1363,15.168474140371634
1364,38.1622689597296
1365,19.516299175126903
1366,35.27908684073769
1367,23.82440535819134
1368,15.070698057670615
1369,23.16861424927515
1370,37.92555431316481
1371,18.50086321026608
1372,15.997926371015536
1373,51.50531535140552
1374,26.62954533765764
1375,19.02409413139227
1376,20.662937162155092
1377,22.278808869148335
1378,23.966685614072194
1379,15.704585288919706
1380,24.90891474999752
1381,20.862704432488027
1382,19.447980296591616
1383,18.398619293023554
1384,24.89369591090616
1385,63.152084101006196
1386,43.18356510857304
1387,21.918378848244224
1388,37.704962668550664
1389,33.393878865766446
1390,17.121666156835495
1391,26.43389833195359
1392,15.063869936749953
1393,16.948044451494642
1394,32.539139301710996
1395,23.271108731669486
1396,17.221058967620454
1397,24.08090564966605
1398,14.784455636632826
1399,20.83412077032908
1400,16.29870958538023
1401,18.434828487682395
1402,21.363270694498148
1403,24.63434998006116
1404,21.81025274957699
1405,20.28392574871857
1406,26.54859550807413
1407,24.73893193881255
1408,16.364603174922834
1409,20.28664119782854
1410,18.347325378263058
1411,32.41801281373378
1412,39.902613433820676
1413,23.34084179357022
1414,41.0533408451672
1415,24.571121069514945
1416,20.27602577101895
1417,31.611406751224973
1418,14.961580830513254
1419,21.81612424210378
1420,19.203019247038917
1421,17.361948322053017
1422,54.89058350091322
1423,30.626096588840475
1424,30.91711611675127
1425,21.089284144884036
1426,47.01284321001271
1427,28.100791604116818
1428,62.07572297571207
1429,15.656717075578117
1430,49.555601417984725
1431,21.38821189523214
1432,40.39643123172732
1433,27.738990654598435
1434,32.99002357478607
1435,39.704987820164334
1436,20.911443263880628
1437,24.993675963460426
1438,17.778187570501974
1439,28.92336425092754
1440,34.91466663788754
1441,24.102873662872227
1442,19.9092821206202
1443,19.388122179921037
1444,38.06910574752197
1445,28.71303159882642
1446,21.54544038982359
1447,84.70787460576729
1448,42.6863129298968
1449,28.59195880922166
1450,30.695017272983645
1451,31.08123856752657
1452,23.97444877473903
1453,29.627749292983623
1454,23.938740144526292
1455,39.53831043017495
1456,11.629640289840225
1457,61.895133597798356
1458,13.69665203750705
1459,14.774673487732656
1460,19.099683108601408
1461,49.19538202947368
1462,47.866029923337365
1463,30.811106949153757
1464,19.766038755878377
1465,23.57973598990142
1466,21.015899090194058
1467,20.134993659125435
1468,50.174818457416805
1469,15.028266059027779
1470,25.53149000104376
1471,33.40835849269258
1472,18.872677725045882
1473,16.30884137613519
1474,33.24577428793006
1475,28.02106714652073
1476,15.745842984754086
1477,24.76390432840811
1478,42.391265309737754
1479,25.00252362986574
1480,15.377763680395136
1481,8.310394231169088
1482,19.7186441028851
1483,34.87434828704989
1484,32.494585793501095
1485,35.59539846559063
1486,25.414726829636386
1487,15.859936812605753
1488,19.04952759589439
1489,22.98335051818951
1490,25.115625436334238
1491,15.631683145212172
1492,18.179462755593754
1493,51.64695598604447
1494,23.709507089648216
1495,25.051165047703122
1496,25.86228445863159
1497,29.68944957924642
1498,13.924257126758143
1499,30.841683410885505
1500,29.053645315240214
1501,19.879925088296147
1502,30.147563329740763
1503,44.68692952095286
1504,22.88666522375151
1505,47.76732845058968
1506,73.33595314606798
1507,33.867016839093566
1508,21.779106066984035
1509,23.521494108609943
1510,21.823363565013562
1511,32.204858907924425
1512,12.92551251931575
1513,27.735168448425053
1514,28.251172839754798
1515,18.367443069655952
1516,17.332048572125036
1517,37.8756798035804
1518,14.916130853385086
1519,15.562094224218722
1520,51.13751177672135
1521,19.021146185843204
1522,16.938836880343416
1523,21.326462936616522
1524,12.27570155510039
1525,20.69050814160101
1526,18.828267751006305
1527,45.35141253699977
1528,37.57212919094303
1529,17.214954772105813
1530,20.522666163049173
1531,23.451725094317045
1532,40.4752594269539
1533,39.146072628668854
1534,15.38004529751833
1535,33.866337069937956
1536,18.863673709841414
1537,22.31679209167515
1538,16.650105273595855
1539,60.72642394021212
1540,39.13828521573604
1541,31.730110723556802
1542,32.44137631334024
1543,17.407578521573605
1544,32.79637793182184
1545,22.645798082346307
1546,48.562508812746756
1547,27.20799624576988
1548,32.23720047074526
1549,19.480215783718947
1550,15.663574233810847
1551,15.856364493846087
1552,22.19655688307881
1553,31.219579882764304
1554,43.50638483502538
1555,26.714782060772702
1556,26.212552655301252
1557,22.02261691623264
1558,18.190972895657215
1559,17.532220589798584
1560,57.87003630645115
1561,18.98123631958765
1562,18.24435538836811
1563,31.161017695995486
1564,28.582747010275664
1565,32.29820674029166
1566,28.476503388329004
1567,25.657968485617598
1568,19.847688376937153
1569,27.790043068685172
1570,23.380721671528825
1571,34.51973565580881
1572,24.78680863141072
1573,15.071583254621046
1574,25.54686478013987
1575,27.639212283991316
1576,21.25149535272193
1577,29.464464100484314
1578,30.215039644278985
1579,28.24343619908711
1580,31.79345073151306
1581,25.281732540915932
1582,26.459017100067914
1583,27.685454474555122
1584,15.060838797236322
1585,24.54825292545325
1586,32.24207627780009
1587,34.08907043147208
1588,4.636086435420192
1589,20.752212158650647
1590,25.624728999431028
1591,27.682915142681125
1592,14.809255073921733
1593,38.94366937025213
1594,52.53579563026837
1595,30.078676532502236
1596,47.64831216793846
1597,56.620987188056304
1598,45.80430299228554
1599,32.29888165555159
1600,23.203832201411746
1601,47.875988051774335
1602,54.3009611281445
1603,13.583639453644814
1604,58.694662301740735
1605,20.403903606175973
1606,50.117321076799236
1607,17.25035775534796
1608,25.06874603426396
1609,15.571266905843236
1610,45.848041282692535
1611,34.76706147772138
1612,29.52409404963339
1613,17.64747564549239
1614,19.64337088492921
1615,20.646934948193444
1616,13.601471363590454
1617,22.42040485913513
1618,16.93374578709395
1619,27.45008177953592
1620,33.97882772446754
1621,32.48764292399088
1622,57.7432870020385
1623,13.752544547229988
1624,22.509725296356148
1625,12.274442153130288
1626,17.17940630538949
1627,33.955819196103995
1628,27.22186089960519
1629,18.362521064530238
1630,16.081535532994923
1631,31.900222730986222
1632,25.14885158936855
1633,48.24512988164206
1634,43.00434997696293
1635,12.512807124224478
1636,17.606515960779422
1637,15.160554656724235
1638,21.7328605458216
1639,17.527963148828153
1640,16.96307018471517
1641,26.10209029230504
1642,56.56699193619902
1643,14.812651606784053
1644,18.673434856175973
1645,17.60358061900733
1646,24.866948389697733
1647,33.33568809238182
1648,15.07742437372353
1649,18.988818827552173
1650,13.307767176318828
1651,25.829185034014447
1652,16.164212798641955
1653,37.23069022189946
1654,23.65821882700826
1655,19.52622893753525
1656,17.160510231530136
1657,17.635824542360258
1658,28.87787938857576
1659,31.023455284708177
1660,22.72833467538385
1661,30.25244856660674
1662,19.203019216917223
1663,30.118261488964514
1664,17.010996967537285
1665,15.63073531880731
1666,23.006026025418166
1667,9.57344543147208
1668,15.646293799351382
1669,16.663383920651267
1670,20.037755003368122
1671,38.14146882050198
1672,16.451067208571416
1673,27.402650027374595
1674,18.022693188662455
1675,12.469102514173375
1676,22.585798157048103
1677,24.216025221771396
1678,14.99547024816695
1679,38.70344666525663
1680,14.83716820998173
1681,28.7174197313682
1682,13.623259482515511
1683,28.64372437160296
1684,24.21364081006768
1685,16.820152437626408
1686,28.0743822333373
1687,17.52774869313162
1688,24.34393254176278
1689,33.54465857697824
1690,18.50282228430045
1691,30.9913494026197
1692,20.551955548505358
1693,17.146109187797983
1694,14.579689221669911
1695,40.41778864809435
1696,9.13110282712916
1697,13.187294705601245
1698,12.35206355069629
1699,21.63748766215454
1700,41.47833821683433
1701,27.146031620135364
1702,15.212508372109419
1703,19.57235983489801
1704,30.30146462945567
1705,23.399882790468133
1706,37.14642284929047
1707,14.98834707880854
1708,43.724526282158266
1709,47.341541709835354
1710,36.74521888694182
1711,22.497197546531304
1712,16.606019951163614
1713,20.098518457644012
1714,25.029573598690646
1715,26.387679339396502
1716,35.3259730330982
1717,23.546581231734205
1718,20.268611737986575
1719,23.728495925412766
1720,57.802883158951104
1721,26.732040405273438
1722,22.147638100389027
1723,23.404323821005953
1724,27.888603356754587
1725,36.590068036126205
1726,31.840264855571473
1727,35.08977664747416
1728,25.455542743508587
1729,24.372605549166312
1730,57.288087159580115
1731,43.68770874333261
1732,19.132305767061478
1733,25.983120835977157
1734,17.09230913526919
1735,11.42336220587974
1736,27.568283640457558
1737,25.794991636841026
1738,17.707062953081902
1739,22.82442048788743
1740,35.543018545461656
1741,27.084899799069373
1742,21.110985964082825
1743,24.869108678793005
1744,45.83437323745065
1745,25.829864338435364
1746,18.421249275616315
1747,23.442653503245843
1748,43.86748713338974
1749,56.74770551015614
1750,49.04249552959651
1751,21.987144698279092
1752,27.969503050931618
1753,31.13832628451292
1754,18.345626676143123
1755,23.49735358120423
1756,19.472331051899094
1757,22.62074967850687
1758,28.065457532853646
1759,20.618024409724978
1760,13.076414907577007
1761,65.96815222209278
1762,16.58292124920892
1763,37.36485385195522
1764,11.855933622391428
1765,18.12160136507382
1766,26.63367238827365
1767,26.326600515297827
1768,17.622543991183534
1769,16.255390317844792
1770,22.348441531143145
1771,26.189946483906823
1772,18.034595259286156
1773,8.987829596728709
1774,20.25287077377156
1775,28.64632905033841
1776,28.734162659276627
1777,17.862980607533547
1778,22.84179709015495
1779,42.757960586849066
1780,55.36793438028765
1781,18.18937357791184
1782,15.767922480497667
1783,12.818913543150375
1784,25.205118440734555
1785,26.504867919474353
1786,16.534374114422224
1787,32.61892801748449
1788,14.999178166182379
1789,31.927144837527376
1790,23.881746157642414
1791,27.51413436777768
1792,22.803817241257754
1793,19.14830067866412
1794,19.404549116208873
1795,14.717741792509937
1796,28.45694662095192
1797,36.05019603714187
1798,15.690200690556164
1799,9.586576424139876
1800,21.799278125881276
1801,26.537223273727495
1802,27.043561041455987
1803,41.81727273922752
1804,16.227715573469528
1805,29.707083295982432
1806,30.89536900743548
1807,16.89433956630339
1808,16.964008210812057
1809,8.444585447316781
1810,32.12938596377989
1811,16.5731964713762
1812,18.546642219556368
1813,27.351947489661548
1814,10.68866768894529
1815,30.744772358661443
1816,27.66463019063899
1817,34.72131230611957
1818,25.964156050232933
1819,58.062357842821356
1820,22.954254460213754
1821,24.739605954724787
1822,23.53376103899806
1823,28.076255200209083
1824,19.465929432636052
1825,13.195919695239382
1826,28.26309757910404
1827,21.707579385205573
1828,31.547978357615204
1829,28.106065021822562
1830,46.664411395267116
1831,72.76888761826982
1832,32.250429182488304
1833,21.853703997461928
1834,17.730282356963613
1835,21.10201579705511
1836,20.875967143016283
1837,34.63098908761633
1838,20.611624922647493
1839,19.07623135888906
1840,13.549035897983781
1841,27.640777019881558
1842,32.741813827488826
1843,11.882860970107163
1844,34.0097923644572
1845,49.40540439801504
1846,11.132951299685647
1847,30.705204403743323
1848,13.364570114213198
1849,24.803843946290165
1850,18.926608703664918
1851,21.99220953186689
1852,26.47779476985512
1853,25.09209960231792
1854,52.21957663392456
1855,46.742821510000816
1856,40.76675353074437
1857,23.32264787789058
1858,53.70364959940558
1859,14.86096609882628
1860,26.35580641417872
1861,39.02834122556115
1862,30.037621615905245
1863,24.90907374950566
1864,25.098574096714113
1865,17.794065936971236
1866,17.456763786578406
1867,31.6240790765701
1868,32.698160312435284
1869,21.92978308043504
1870,14.909365314584765
1871,33.3443612035761
1872,24.06144026720248
1873,35.34677146829862
1874,13.537590771291596
1875,56.726525045826286
